Freq.	V(vpwrout)	V(vpztin)	I(Pwrout)	I(Pztin)
3.23593656929624e+008	(-1.38208186475424e+002dB,-9.48913625856062e+001°)	(2.84044543412761e+001dB,8.51416962766188e+001°)	(-2.38208189187373e+002dB,-9.48910935894201e+001°)	(-3.73666054186465e+001dB,-4.85742371246264e+000°)
3.31131121482587e+008	(-1.36356902029703e+002dB,-9.44781493620713e+001°)	(3.06570416325537e+001dB,8.55540581366115e+001°)	(-2.36356902057797e+002dB,-9.44781900840967e+001°)	(-3.53153213154037e+001dB,-4.44511834118733e+000°)
3.38844156139198e+008	(-1.27208871878256e+002dB,-9.42240304237558e+001°)	(4.02063156772231e+001dB,8.58073395569078e+001°)	(-2.27208871839669e+002dB,-9.42241287683402e+001°)	(-2.59672916253321e+001dB,-4.19188968091283e+000°)
3.46736850452527e+008	(-9.45202770387065e+001dB,-1.77669041294463e+002°)	(7.32960981206304e+001dB,2.36150479526780e+000°)	(-1.94520275097305e+002dB,-1.77669120111837e+002°)	(6.92130263306076e+000dB,-8.76377737228963e+001°)
3.54813389233571e+008	(-1.48002190037920e+002dB,1.03957937603856e+002°)	(2.02153189773355e+001dB,-7.60123267960649e+001°)	(-2.48002193281660e+002dB,1.03957948873983e+002°)	(-4.63606110682195e+001dB,-1.66011651347169e+002°)
3.63078054770096e+008	(-1.22535313709851e+002dB,9.03454834533912e+001°)	(4.60832778388484e+001dB,-8.96255782671615e+001°)	(-2.22535313759182e+002dB,9.03455888420154e+001°)	(-2.06937355645018e+001dB,-1.79624945820468e+002°)
3.71535229097167e+008	(-1.23975800155734e+002dB,9.00068616717112e+001°)	(4.50438249187553e+001dB,-8.99649844383294e+001°)	(-2.23975799582211e+002dB,9.00066605290207e+001°)	(-2.19342229586447e+001dB,-1.79964392165214e+002°)
3.80189396320556e+008	(-1.46332387516258e+002dB,8.16705379650618e+001°)	(2.30882242856168e+001dB,-9.83020798460373e+001°)	(-2.46332390855391e+002dB,8.16706935337856e+001°)	(-4.40908113932108e+001dB,1.71698474893580e+002°)
3.89045144994275e+008	(-1.62034251938522e+002dB,7.36847191692952e+001°)	(7.78730190083900e+000dB,-1.06288657901272e+002°)	(-2.62034244664014e+002dB,7.36847949047967e+001°)	(-5.95926770174290e+001dB,1.63711861769039e+002°)
3.98107170553492e+008	(-1.33011625559859e+002dB,-9.52763590966698e+001°)	(3.72108276394616e+001dB,8.47495167645818e+001°)	(-2.33011627998096e+002dB,-9.52765166348790e+001°)	(-3.03700519710165e+001dB,-5.24999633431587e+000°)
4.07380277804107e+008	(-1.23866988851096e+002dB,-9.74063256152699e+001°)	(4.67563229512812e+001dB,8.26188151159243e+001°)	(-2.23866989241638e+002dB,-9.74063980023710e+001°)	(-2.10254167274473e+001dB,-7.38072860517290e+000°)
4.16869383470330e+008	(-1.26308915422424e+002dB,8.96612854714334e+001°)	(4.47152160591716e+001dB,-9.03142972447674e+001°)	(-2.26308915717210e+002dB,8.96612620850856e+001°)	(-2.32673448998221e+001dB,1.79686130416116e+002°)
4.26579518801587e+008	(-1.53384494946240e+002dB,8.71288389591822e+001°)	(1.80404190402257e+001dB,-9.28474557789976e+001°)	(-2.53384498501199e+002dB,8.71287950778428e+001°)	(-5.01429261637195e+001dB,1.77152945134786e+002°)
4.36515832240160e+008	(-1.26226032755169e+002dB,-9.56100633753346e+001°)	(4.55996282315402e+001dB,8.44129410313663e+001°)	(-2.26226038164892e+002dB,-9.56097928027509e+001°)	(-2.27844658552204e+001dB,-5.58668305536521e+000°)
4.46683592150957e+008	(-1.28563761178885e+002dB,8.98545476835517e+001°)	(4.36626128970225e+001dB,-9.01231378574361e+001°)	(-2.28563762113809e+002dB,8.98545431751738e+001°)	(-2.49221963077322e+001dB,1.79877214685890e+002°)
4.57088189614869e+008	(-1.50811569656444e+002dB,-8.44135014858096e+001°)	(2.18154851185126e+001dB,9.56081336730453e+001°)	(-2.50811565676169e+002dB,-8.44134782539924e+001°)	(-4.69700069643314e+001dB,5.60846436875177e+000°)
4.67735141287192e+008	(-1.26945359644516e+002dB,9.11232734345916e+001°)	(4.60823448908474e+001dB,-8.88557603191775e+001°)	(-2.26945358817177e+002dB,9.11232544896344e+001°)	(-2.29037992860016e+001dB,-1.78855450049774e+002°)
4.78630092322632e+008	(-1.35191503838024e+002dB,-8.57407618532230e+001°)	(3.82368209043695e+001dB,9.42795456081640e+001°)	(-2.35191504281531e+002dB,-8.57408673550552e+001°)	(-3.09499459722762e+001dB,4.27983677832613e+000°)
4.89778819368439e+008	(-1.40593928061928e+002dB,9.04495844081071e+001°)	(3.32349886561385e+001dB,-8.95307570467624e+001°)	(-2.40593926073560e+002dB,9.04494431101750e+001°)	(-3.61523728530321e+001dB,-1.79530483736732e+002°)
5.01187233627265e+008	(-1.38724937173188e+002dB,-8.59168157669892e+001°)	(3.55045445508282e+001dB,9.41022034721336e+001°)	(-2.38724937590998e+002dB,-8.59168996086814e+001°)	(-3.40833847904592e+001dB,4.10246007906409e+000°)
5.12861383991358e+008	(-1.30465716134806e+002dB,9.07212371621863e+001°)	(4.41643048294131e+001dB,-8.92603735516640e+001°)	(-2.30465717123626e+002dB,9.07212229498457e+001°)	(-2.56241667531085e+001dB,-1.79260132567395e+002°)
5.24807460249765e+008	(-1.69725828162007e+002dB,-7.88391565715513e+001°)	(5.30470742558247e+000dB,1.01178611858823e+002°)	(-2.69725834567062e+002dB,-7.88393434799902e+001°)	(-6.46842819620870e+001dB,1.11788382293897e+001°)
5.37031796370245e+008	(-1.32279652892325e+002dB,8.94500620961451e+001°)	(4.31513737981426e+001dB,-9.05327814862848e+001°)	(-2.32279653365008e+002dB,8.94499688483582e+001°)	(-2.70381100611444e+001dB,1.79467431212829e+002°)
5.49540873857617e+008	(-1.31370510275387e+002dB,9.11863305598460e+001°)	(4.44609850435937e+001dB,-8.87971164448138e+001°)	(-2.31370509070833e+002dB,9.11866002095824e+001°)	(-2.59289710064709e+001dB,-1.78796916537162e+002°)
5.62341325190341e+008	(-1.75000509081884e+002dB,-7.65418642353752e+001°)	(1.23143338941468e+000dB,1.03474093677946e+002°)	(-2.75000498925641e+002dB,-7.65418105028169e+001°)	(-6.93589735756782e+001dB,1.34742816160233e+001°)
5.75439937337149e+008	(-1.33129885896561e+002dB,8.89601255078630e+001°)	(4.35024832032282e+001dB,-9.10245035687603e+001°)	(-2.33129890018118e+002dB,8.89601840566151e+001°)	(-2.72883543607960e+001dB,1.78975673167396e+002°)
5.88843655355581e+008	(-1.36130700728007e+002dB,9.05069709677220e+001°)	(4.09020753850626e+001dB,-8.94782372525018e+001°)	(-2.36130699573177e+002dB,9.05067649820168e+001°)	(-3.00891733780731e+001dB,-1.79478071001228e+002°)
6.02559586074349e+008	(-1.29907898476429e+002dB,9.29221856429301e+001°)	(4.75252659015351e+001dB,-8.70635941177000e+001°)	(-2.29907901270718e+002dB,9.29219703664343e+001°)	(-2.36663755357628e+001dB,-1.77063437681516e+002°)
6.16595001861473e+008	(-1.30517523644985e+002dB,-9.76358333687524e+001°)	(4.73160110763873e+001dB,8.23778226929997e+001°)	(-2.30517525947147e+002dB,-9.76359249666555e+001°)	(-2.40760053454652e+001dB,-7.62203006020965e+000°)
6.30957344480184e+008	(-1.76247668567906e+002dB,1.10349877810843e+002°)	(1.98621936414611e+000dB,-6.96370231797382e+001°)	(-2.76247666316365e+002dB,1.10349627192853e+002°)	(-6.96061551502599e+001dB,-1.59636884537808e+002°)
6.45654229034646e+008	(-1.37423232629819e+002dB,-9.78880464438039e+001°)	(4.12109921324973e+001dB,8.21245024041184e+001°)	(-2.37423231609786e+002dB,-9.78880130868638e+001°)	(-3.05817243440417e+001dB,-7.87536701270177e+000°)
6.60693448007586e+008	(-1.26843483301214e+002dB,1.05257054923326e+002°)	(5.21910626284433e+001dB,-7.47309397306573e+001°)	(-2.26843500540288e+002dB,1.05257077579913e+002°)	(-1.98019804069964e+001dB,-1.64730816695984e+002°)
6.76082975391972e+008	(-1.58243646632369e+002dB,-9.50412944931045e+001°)	(2.11912054859249e+001dB,8.49701737827019e+001°)	(-2.58243645388587e+002dB,-9.50410653726559e+001°)	(-5.10021493995373e+001dB,-5.02971025436973e+000°)
6.91830970918926e+008	(-1.27833770354552e+002dB,9.75753558686045e+001°)	(5.20013736260924e+001dB,-8.24137067185046e+001°)	(-2.27833776473907e+002dB,9.75752953172784e+001°)	(-2.03922790635204e+001dB,-1.72413597381815e+002°)
7.07945784384128e+008	(-1.39376729728374e+002dB,9.05585446603083e+001°)	(4.08586924103607e+001dB,-8.94310428031849e+001°)	(-2.39376730288605e+002dB,9.05589552149500e+001°)	(-3.17352446706094e+001dB,-1.79430939676408e+002°)
7.24435960074979e+008	(-1.40495257253724e+002dB,8.95960441315686e+001°)	(4.01404299318204e+001dB,-9.03940624387582e+001°)	(-2.40495259092716e+002dB,8.95959355270396e+001°)	(-3.26537787322186e+001dB,1.79606034867190e+002°)
7.41310241300907e+008	(-1.54278406656238e+002dB,-8.58736048590510e+001°)	(2.67575330300473e+001dB,9.41357750202858e+001°)	(-2.54278406250313e+002dB,-8.58735239458716e+001°)	(-4.62369349859973e+001dB,4.13586686905861e+000°)
7.58577575029173e+008	(-1.61679456306387e+002dB,-9.51411625763289e+001°)	(1.97567238732395e+001dB,8.48677091001922e+001°)	(-2.61679460509200e+002dB,-9.51413397696116e+001°)	(-5.34379918149266e+001dB,-5.13220416830395e+000°)
7.76247116628680e+008	(-1.44484773126871e+002dB,7.54601070732424e+001°)	(3.73516360519860e+001dB,-1.04531524310281e+002°)	(-2.44484780535327e+002dB,7.54601195783521e+001°)	(-3.60433161547285e+001dB,1.65468557621691e+002°)
7.94328234724270e+008	(-1.35739593624834e+002dB,-7.60415099968981e+001°)	(4.64970335481718e+001dB,1.03966360501940e+002°)	(-2.35739597864790e+002dB,-7.60414866468120e+001°)	(-2.70981445260858e+001dB,1.39664379314158e+001°)
8.12830516164087e+008	(-1.42246118038368e+002dB,9.08103950827129e+001°)	(4.03907165895323e+001dB,-8.91822277895033e+001°)	(-2.42246116779804e+002dB,9.08104718400778e+001°)	(-3.34046771811615e+001dB,-1.79182154584815e+002°)
8.31763771102659e+008	(-1.48596330386877e+002dB,8.94375935448386e+001°)	(3.44407016003011e+001dB,-9.05555181429578e+001°)	(-2.48596328914195e+002dB,8.94373710835543e+001°)	(-3.95548981539751e+001dB,1.79444551096601e+002°)
8.51138038202364e+008	(-1.45728242567272e+002dB,8.95734383068339e+001°)	(3.77089771059922e+001dB,-9.04201578272946e+001°)	(-2.45728243897553e+002dB,8.95731083502927e+001°)	(-3.64868193565989e+001dB,1.79579907689942e+002°)
8.70963589956068e+008	(-1.89969356081737e+002dB,1.33130478465730e+002°)	(-6.13195799345243e+000dB,-4.68635979266436e+001°)	(-2.89969327163160e+002dB,1.33130628540859e+002°)	(-8.05279423069447e+001dB,-1.36863535904662e+002°)
8.91250938133732e+008	(-1.56390104529608e+002dB,-8.59598730352441e+001°)	(2.78474630853509e+001dB,9.40455743263187e+001°)	(-2.56390103327926e+002dB,-8.59597260516814e+001°)	(-4.67487006206409e+001dB,4.04563306541535e+000°)
9.12010839355896e+008	(-1.46187372816919e+002dB,8.94959322913755e+001°)	(3.84503558005168e+001dB,-9.04990927513997e+001°)	(-2.46187373322550e+002dB,8.94960320250633e+001°)	(-3.63459792205948e+001dB,1.79500962903456e+002°)
9.33254300796977e+008	(-1.47652584086752e+002dB,9.01785252729997e+001°)	(3.73852973553524e+001dB,-8.98169684971838e+001°)	(-2.47652584985630e+002dB,9.01791857411094e+001°)	(-3.76112012673432e+001dB,-1.79816915740744e+002°)
9.54992586021422e+008	(-1.37559477181184e+002dB,9.65292499881830e+001°)	(4.78785492371776e+001dB,-8.34667089913999e+001°)	(-2.37559464890765e+002dB,9.65298993614947e+001°)	(-2.73181056210083e+001dB,-1.73466658959525e+002°)
9.77237220955796e+008	(-1.53981585966455e+002dB,8.99863592203914e+001°)	(3.18565778928926e+001dB,-9.00100616034001e+001°)	(-2.53981585668844e+002dB,8.99865786581021e+001°)	(-4.35402261664701e+001dB,1.79989985866579e+002°)
9.99999999999985e+008	(-1.39515257096097e+002dB,9.57567937143793e+001°)	(4.67230369665542e+001dB,-8.42400857349075e+001°)	(-2.39515248800630e+002dB,9.57572416283314e+001°)	(-2.88739095764977e+001dB,-1.74240040674602e+002°)
1.02329299228074e+009	(-1.50133905256196e+002dB,9.01422670730357e+001°)	(3.65045120547882e+001dB,-8.98550679229207e+001°)	(-2.50133906508874e+002dB,9.01426777282111e+001°)	(-3.92925705570116e+001dB,-1.79855025129822e+002°)
1.04712854805088e+009	(-1.49135813447811e+002dB,8.92796328912512e+001°)	(3.79027204250097e+001dB,-9.07181547055864e+001°)	(-2.49135810822563e+002dB,8.92798101260601e+001°)	(-3.80944921295079e+001dB,1.79281885953655e+002°)
1.07151930523759e+009	(-1.88844736067189e+002dB,-6.78586584251120e+001°)	(-1.40609206416462e+000dB,1.12143104197042e+002°)	(-2.88844712873265e+002dB,-6.78585984658474e+001°)	(-7.76034287112613e+001dB,2.21431428472642e+001°)
1.09647819614317e+009	(-1.52097101851908e+002dB,-9.50740552798362e+001°)	(3.57416460915225e+001dB,8.49272602626751e+001°)	(-2.52097088914622e+002dB,-9.50739482476011e+001°)	(-4.06558090614735e+001dB,-5.07270297924215e+000°)
1.12201845430195e+009	(-1.51553405661054e+002dB,8.94882741551052e+001°)	(3.66854402623640e+001dB,-9.05108547914683e+001°)	(-2.51553404646540e+002dB,8.94884512643520e+001°)	(-3.99121280614392e+001dB,1.79489180183924e+002°)
1.14815362149687e+009	(-1.52598944512176e+002dB,-9.77868532818540e+001°)	(3.60399936482802e+001dB,8.22135757702484e+001°)	(-2.52598941513304e+002dB,-9.77870610342611e+001°)	(-4.07576827514898e+001dB,-7.78639093454385e+000°)
1.17489755493951e+009	(-1.48671538349975e+002dB,8.78357482491907e+001°)	(4.03674865106513e+001dB,-9.21642623067402e+001°)	(-2.48671537707385e+002dB,8.78354387611526e+001°)	(-3.66302930996720e+001dB,1.77835769404299e+002°)
1.20226443461739e+009	(-1.61931757873255e+002dB,9.01389046777261e+001°)	(2.75073483458682e+001dB,-8.98615431787597e+001°)	(-2.61931755927073e+002dB,9.01387358312986e+001°)	(-4.96905298286859e+001dB,-1.79861512961936e+002°)
1.23026877081236e+009	(-1.85692563745745e+002dB,-9.81424320069981e+001°)	(4.14661867500009e+000dB,8.18566850666239e+001°)	(-2.85692551314734e+002dB,-9.81428656477721e+001°)	(-7.32513536266823e+001dB,-8.14328612647989e+000°)
1.25892541179415e+009	(-1.75135573442167e+002dB,-8.48099583452435e+001°)	(1.51036801981893e+001dB,9.51887258216799e+001°)	(-2.75135569856761e+002dB,-8.48100102465914e+001°)	(-6.24943819933144e+001dB,5.18875329764088e+000°)
1.28824955169311e+009	(-1.30740415667258e+002dB,4.00282450281114e+001°)	(5.98989043760855e+001dB,-1.39973501606234e+002°)	(-2.30740457949778e+002dB,4.00283722814990e+001°)	(-1.78992436587275e+001dB,1.30026524612836e+002°)
1.31825673855639e+009	(-1.29679316121813e+002dB,1.89691560185332e+001°)	(6.13600656642340e+001dB,-1.61033019359343e+002°)	(-2.29679356270067e+002dB,1.89685458015547e+001°)	(-1.66381643495767e+001dB,1.08967005672254e+002°)
1.34896288259163e+009	(-1.80744426439020e+002dB,-8.35510152351557e+001°)	(1.06950125771674e+001dB,9.64463826639279e+001°)	(-2.80744423487420e+002dB,-8.35507920468142e+001°)	(-6.75032957253234e+001dB,6.44640657314603e+000°)
1.38038426460286e+009	(-1.81253403755272e+002dB,-9.59227792714606e+001°)	(1.05860881180032e+001dB,8.40741938986463e+001°)	(-2.81253416024668e+002dB,-9.59224191114235e+001°)	(-6.78122949490064e+001dB,-5.92578325346029e+000°)
1.41253754462273e+009	(-1.51116506656084e+002dB,9.35971588901096e+001°)	(4.11230338329220e+001dB,-8.64062906899187e+001°)	(-2.51116509262293e+002dB,9.35962147456406e+001°)	(-3.74754206331180e+001dB,-1.76406268846075e+002°)
1.44543977074590e+009	(-1.57145883152526e+002dB,8.89823933439021e+001°)	(3.54937018351253e+001dB,-9.10214770110572e+001°)	(-2.57145882751312e+002dB,8.89824179124018e+001°)	(-4.33048208159832e+001dB,1.78978543882481e+002°)
1.47910838816818e+009	(-1.52350906306908e+002dB,-9.82072837968289e+001°)	(4.06887191795304e+001dB,8.17884270568150e+001°)	(-2.52350896959371e+002dB,-9.82074864687342e+001°)	(-3.83098685873867e+001dB,-8.21155294951256e+000°)
1.51356124843618e+009	(-1.62292708180969e+002dB,-8.53027176086318e+001°)	(3.11469539149456e+001dB,9.46925764578243e+001°)	(-2.62292712126511e+002dB,-8.53027572699670e+001°)	(-4.80516960367056e+001dB,4.69259559898403e+000°)
1.54881661891246e+009	(-1.61347337308792e+002dB,9.07721394951530e+001°)	(3.24923576115211e+001dB,-8.92329811879779e+001°)	(-2.61347336644237e+002dB,9.07718883795246e+001°)	(-4.69063517257516e+001dB,-1.79232962854866e+002°)
1.58489319246109e+009	(-1.55546772171522e+002dB,-9.90308246590507e+001°)	(3.86929518863855e+001dB,8.09636419923030e+001°)	(-2.55546783242309e+002dB,-9.90305248132425e+001°)	(-4.09058141634155e+001dB,-9.03634044086735e+000°)
1.62181009735890e+009	(-1.48010986333974e+002dB,1.00202557187205e+002°)	(4.66287632673861e+001dB,-7.98033866829857e+001°)	(-2.48010987437529e+002dB,1.00201940329687e+002°)	(-3.31700569421946e+001dB,-1.69803369843199e+002°)
1.65958690743753e+009	(-1.61542596891659e+002dB,9.07983967885501e+001°)	(3.34971747464072e+001dB,-8.92079553855507e+001°)	(-2.61542595975842e+002dB,9.07989356951120e+001°)	(-4.65016971851296e+001dB,-1.79207939235930e+002°)
1.69824365246172e+009	(-1.63230164429064e+002dB,9.02005756572753e+001°)	(3.22096258214295e+001dB,-8.98061825153651e+001°)	(-2.63230164680801e+002dB,9.02003903519029e+001°)	(-4.79892955039901e+001dB,-1.79806167021243e+002°)
1.73780082874935e+009	(-1.66735831721072e+002dB,8.99219048688723e+001°)	(2.91039737954452e+001dB,-9.00852568948363e+001°)	(-2.66735830722368e+002dB,8.99222953411197e+001°)	(-5.12949947005919e+001dB,1.79914757976389e+002°)
1.77827941003889e+009	(-1.74343563358538e+002dB,8.95598652845590e+001°)	(2.18962541512128e+001dB,-9.04476975460230e+001°)	(-2.74343563471837e+002dB,8.95601393465256e+001°)	(-5.87027593922653e+001dB,1.79552316732973e+002°)
1.81970085860995e+009	(-1.62987845672096e+002dB,8.90982571205377e+001°)	(3.36519806277789e+001dB,-9.09097041211520e+001°)	(-2.62987845033080e+002dB,8.90974311437249e+001°)	(-4.71470759355459e+001dB,1.79090309594472e+002°)
1.86208713666284e+009	(-1.64549304709902e+002dB,9.07986440885765e+001°)	(3.24905272430641e+001dB,-8.92097127618508e+001°)	(-2.64549306496185e+002dB,9.07979630359021e+001°)	(-4.85085704037914e+001dB,-1.79209699582433e+002°)
1.90546071796322e+009	(-1.85114222912016e+002dB,-9.51658277022481e+001°)	(1.23256116198016e+001dB,8.48254228027368e+001°)	(-2.85114233431580e+002dB,-9.51658267609921e+001°)	(-6.88735252614371e+001dB,-5.17456452846958e+000°)
1.94984459975801e+009	(-2.07777894796398e+002dB,-7.62424773950282e+001°)	(-9.93806070013643e+000dB,1.03748383606565e+002°)	(-3.07777913000553e+002dB,-7.62424183061326e+001°)	(-9.13372350498547e+001dB,1.37483957888332e+001°)
1.99526231496885e+009	(-1.98763480956567e+002dB,-9.83208299553311e+001°)	(-5.23650253074420e-001dB,8.16696448764156e+001°)	(-2.98763479070260e+002dB,-9.83216358561624e+001°)	(-8.21228603848643e+001dB,-8.33034340512939e+000°)
2.04173794466950e+009	(-1.40718164916662e+002dB,1.79954562685186e+002°)	(5.79216594917155e+001dB,-5.53451117414895e-002°)	(-2.40718164911619e+002dB,1.79954656977150e+002°)	(-2.38775848116548e+001dB,-9.00553338356865e+001°)
2.08929613085401e+009	(-1.68533317349557e+002dB,8.97757409841967e+001°)	(3.05064979142234e+001dB,-9.02345456774182e+001°)	(-2.68533316506203e+002dB,8.97750119060206e+001°)	(-5.14927790227346e+001dB,1.79765465176435e+002°)
2.13796208950220e+009	(-1.88031293837859e+002dB,-9.51541608885939e+001°)	(1.14085094830081e+001dB,8.48351775869240e+001°)	(-2.88031320697074e+002dB,-9.51529046990745e+001°)	(-7.07907986187795e+001dB,-5.16481196236565e+000°)
2.18776162394952e+009	(-1.75069029486879e+002dB,9.00203018896209e+001°)	(2.47707591425434e+001dB,-8.99907302432953e+001°)	(-2.75069030358304e+002dB,9.00197184357221e+001°)	(-5.76285787214334e+001dB,-1.79990720177733e+002°)
2.23872113856830e+009	(-1.70966077012731e+002dB,8.81811662882309e+001°)	(2.92736942254200e+001dB,-9.18302319316216e+001°)	(-2.70966078097264e+002dB,8.81818067561249e+001°)	(-5.33256720612463e+001dB,1.78169777765790e+002°)
2.29086765276774e+009	(-1.71267150818660e+002dB,9.00828132971682e+001°)	(2.93726003763239e+001dB,-8.99289462070222e+001°)	(-2.71267150122207e+002dB,9.00827355096065e+001°)	(-5.34267930538303e+001dB,-1.79928936861699e+002°)
2.34422881531988e+009	(-1.71689409257564e+002dB,8.98451976444310e+001°)	(2.93503192898129e+001dB,-9.01669180468711e+001°)	(-2.71689409122043e+002dB,8.98463297670173e+001°)	(-5.36491000622113e+001dB,1.79833090961552e+002°)
2.39883291901945e+009	(-1.86009977113372e+002dB,-8.57662304319058e+001°)	(1.54297262292280e+001dB,9.42213030944541e+001°)	(-2.86009977816905e+002dB,-8.57665900855431e+001°)	(-6.77697178780394e+001dB,4.22131178034574e+000°)
2.45470891568499e+009	(-1.76226477870110e+002dB,9.00589152429947e+001°)	(2.56131977579143e+001dB,-8.99538962884507e+001°)	(-2.76226476947298e+002dB,9.00595413320655e+001°)	(-5.77862699904847e+001dB,-1.79953887911490e+002°)
2.51188643150954e+009	(-1.80250534534903e+002dB,-8.46040283962332e+001°)	(2.19891109164973e+001dB,9.53828210702059e+001°)	(-2.80250550778135e+002dB,-8.46039541115692e+001°)	(-6.16103794090732e+001dB,5.38282915111831e+000°)
2.57039578276882e+009	(-1.73461832073939e+002dB,8.93539796441666e+001°)	(2.91777807871883e+001dB,-9.06595034941841e+001°)	(-2.73461832338632e+002dB,8.93544361252556e+001°)	(-5.46217310994868e+001dB,1.79340504302888e+002°)
2.63026799189534e+009	(-1.79410601180880e+002dB,9.00224559405930e+001°)	(2.36289767256291e+001dB,-8.99913530541358e+001°)	(-2.79410601033296e+002dB,9.00232179012889e+001°)	(-6.03705557518212e+001dB,-1.79991345529328e+002°)
2.69153480392687e+009	(-2.20885372861186e+002dB,3.43723044092523e+001°)	(-1.74458322231863e+001dB,-1.45641823334042e+002°)	(-3.20885392725814e+002dB,3.43722680836190e+001°)	(-1.01645384364761e+002dB,1.24358183929486e+002°)
2.75422870333812e+009	(-1.50106979387121e+002dB,-1.48671729636231e+002°)	(5.37325217203202e+001dB,3.13138313461929e+001°)	(-2.50107150068274e+002dB,-1.48673008914019e+002°)	(-3.06670492004387e+001dB,-5.86861616411279e+001°)
2.81838293126441e+009	(-1.68482660296937e+002dB,-8.13271748600456e+001°)	(3.57567990713370e+001dB,9.86580826945771e+001°)	(-2.68482630535962e+002dB,-8.13265896413099e+001°)	(-4.88427897835012e+001dB,8.65808946631661e+000°)
2.88403150312656e+009	(-1.77401175551026e+002dB,9.00555158941233e+001°)	(2.72382399247159e+001dB,-8.99595217561061e+001°)	(-2.77401175470361e+002dB,9.00561890357598e+001°)	(-5.75613660571372e+001dB,-1.79959515215885e+002°)
2.95120922666634e+009	(-1.78156867698164e+002dB,8.87282570689940e+001°)	(2.68825017889107e+001dB,-9.12870671839412e+001°)	(-2.78156864130425e+002dB,8.87287461919781e+001°)	(-5.81171205492212e+001dB,1.78712939133727e+002°)
3.01995172040197e+009	(-1.71425082884376e+002dB,8.67699281890864e+001°)	(3.40142385772714e+001dB,-9.32456736841193e+001°)	(-2.71425071635257e+002dB,8.67679520237614e+001°)	(-5.11853993810957e+001dB,1.76754332419529e+002°)
3.09029543251354e+009	(-2.07832120158301e+002dB,-9.74464131686284e+001°)	(-1.99284869717807e+000dB,8.25377166999935e+001°)	(-3.07832101426398e+002dB,-9.74458577091447e+001°)	(-8.73925015728678e+001dB,-7.46227740224629e+000°)
3.16227766016833e+009	(-1.76597630317377e+002dB,8.88108498322000e+001°)	(2.96415892321936e+001dB,-9.12052788180081e+001°)	(-2.76597634544826e+002dB,8.88108433700444e+001°)	(-5.59580778895458e+001dB,1.78794726881617e+002°)
3.23593656929623e+009	(-1.80363684126198e+002dB,9.00137932979292e+001°)	(2.62754816673602e+001dB,-9.00025837587925e+001°)	(-2.80363682597390e+002dB,9.00129552868928e+001°)	(-5.95241990593706e+001dB,1.79997421750094e+002°)
3.31131121482586e+009	(-1.81148598108577e+002dB,9.08571275621530e+001°)	(2.58905121536416e+001dB,-8.91594874219661e+001°)	(-2.81148597545931e+002dB,9.08565365376709e+001°)	(-6.01091815658773e+001dB,-1.79159482096755e+002°)
3.38844156139197e+009	(-1.77309536865859e+002dB,-8.35458096976658e+001°)	(3.01295161614335e+001dB,9.64373482286205e+001°)	(-2.77309530145477e+002dB,-8.35468740175036e+001°)	(-5.60701899662258e+001dB,6.43735337690463e+000°)
3.46736850452526e+009	(-1.83059802338284e+002dB,-9.65336258514075e+001°)	(2.47791918248549e+001dB,8.34493161716996e+001°)	(-2.83059770592902e+002dB,-9.65337214085958e+001°)	(-6.16205261526122e+001dB,-6.55067885049027e+000°)
3.54813389233569e+009	(-1.86250554589334e+002dB,-9.60657011713048e+001°)	(2.19883791573896e+001dB,8.39170364716109e+001°)	(-2.86250556620794e+002dB,-9.60672505159535e+001°)	(-6.46113501366832e+001dB,-6.08295871487838e+000°)
3.63078054770095e+009	(-1.93069192420313e+002dB,8.95612393869006e+001°)	(1.55696794372557e+001dB,-9.04562155048098e+001°)	(-2.93069194386945e+002dB,8.95608665404398e+001°)	(-7.12300606642198e+001dB,1.79543789150314e+002°)
3.71535229097166e+009	(-1.82006971827918e+002dB,9.07801927170749e+001°)	(2.70318367497659e+001dB,-8.92374425570404e+001°)	(-2.82006968459217e+002dB,9.07803508604484e+001°)	(-5.99679136728277e+001dB,-1.79237438054638e+002°)
3.80189396320555e+009	(-1.91967207741195e+002dB,-8.47496066061961e+001°)	(1.74715362502691e+001dB,9.52325901783606e+001°)	(-2.91967192692180e+002dB,-8.47486083254249e+001°)	(-6.97282240290449e+001dB,5.23259453347354e+000°)
3.89045144994274e+009	(-1.82599215858637e+002dB,8.88875045545526e+001°)	(2.72394623269192e+001dB,-9.11304538919010e+001°)	(-2.82599217791200e+002dB,8.88871947279658e+001°)	(-6.01603073656188e+001dB,1.78869550321135e+002°)
3.98107170553491e+009	(-1.87943951775717e+002dB,-8.53680609014888e+001°)	(2.22946594729874e+001dB,9.46138383792603e+001°)	(-2.87943944020447e+002dB,-8.53679325350194e+001°)	(-6.53051192092387e+001dB,4.61384245522328e+000°)
4.07380277804106e+009	(-1.93734673462371e+002dB,-9.40689094378811e+001°)	(1.69038698091904e+001dB,8.59128607532036e+001°)	(-2.93734647845149e+002dB,-9.40694607004214e+001°)	(-7.08959174582496e+001dB,-4.08713530309878e+000°)
4.16869383470328e+009	(-1.94197442655636e+002dB,-8.58893533376479e+001°)	(1.68410316908488e+001dB,9.40923011473394e+001°)	(-2.94197446603950e+002dB,-8.58902552774209e+001°)	(-7.11587637755345e+001dB,4.09230496339275e+000°)
